date,value
2009/11/17/16.0,9976.14
2009/11/17/16.5,9864.32
2009/11/17/17.0,9739.99
2009/11/17/17.5,9505
2009/11/17/18.0,9355.27
2009/11/17/18.5,9205.63
2009/11/17/19.0,9170.08
2009/11/17/19.5,9228.2
2009/11/17/20.0,9034.5
2009/11/17/20.5,8758.98
2009/11/17/21.0,8453.28
2009/11/17/21.5,8408.65
2009/11/17/22.0,8216.81
2009/11/17/22.5,8138.5
2009/11/17/23.0,7984.98
2009/11/17/23.5,7850.22
2009/11/18/0.0,7670.49
2009/11/18/0.5,7451.91
2009/11/18/1.0,7238.54
2009/11/18/1.5,6936.08
2009/11/18/2.0,6652.66
2009/11/18/2.5,6452.37
2009/11/18/3.0,6353.8
2009/11/18/3.5,6359.64
2009/11/18/4.0,6417.87
2009/11/18/4.5,6600.27
2009/11/18/5.0,6876.7
2009/11/18/5.5,7448.22
2009/11/18/6.0,8099.06
2009/11/18/6.5,8510.12
2009/11/18/7.0,8961.36
2009/11/18/7.5,9178.99
2009/11/18/8.0,9370.69
2009/11/18/8.5,9686.33
2009/11/18/9.0,9841.64
2009/11/18/9.5,9969.9
2009/11/18/10.0,10022.82
2009/11/18/10.5,10105.02
2009/11/18/11.0,10174.42
2009/11/18/11.5,10248.26
2009/11/18/12.0,10267.58
2009/11/18/12.5,10354.21
2009/11/18/13.0,10455.25
2009/11/18/13.5,10558.15
2009/11/18/14.0,10573.96
2009/11/18/14.5,10601.14
2009/11/18/15.0,10685.27
2009/11/18/15.5,10676.99
2009/11/18/16.0,10652.07
2009/11/18/16.5,10397.51
2009/11/18/17.0,10211.36
2009/11/18/17.5,9925.49
2009/11/18/18.0,9796.74
2009/11/18/18.5,9649.46
2009/11/18/19.0,9603.77
2009/11/18/19.5,9679.52
2009/11/18/20.0,9527.41
2009/11/18/20.5,9235.7
2009/11/18/21.0,8891.07
2009/11/18/21.5,8859.47
2009/11/18/22.0,8537.24
2009/11/18/22.5,8442.92
2009/11/18/23.0,8271.95
2009/11/18/23.5,8068.14
2009/11/19/0.0,7922.28
2009/11/19/0.5,7725.46
2009/11/19/1.0,7485.06
2009/11/19/1.5,7139.88
2009/11/19/2.0,6882.17
2009/11/19/2.5,6694.1
2009/11/19/3.0,6611.99
2009/11/19/3.5,6624.3
2009/11/19/4.0,6691.85
2009/11/19/4.5,6899.59
2009/11/19/5.0,7158.51
2009/11/19/5.5,7810.86
2009/11/19/6.0,8471.4
2009/11/19/6.5,8922.97
2009/11/19/7.0,9331.68
2009/11/19/7.5,9673.01
2009/11/19/8.0,9933.26
2009/11/19/8.5,10323.81
2009/11/19/9.0,10555.88
2009/11/19/9.5,10843.65
2009/11/19/10.0,11029.9
2009/11/19/10.5,11138.8
2009/11/19/11.0,11275.44
2009/11/19/11.5,11370.05
2009/11/19/12.0,11459.17
2009/11/19/12.5,11670.62
2009/11/19/13.0,11788.98
2009/11/19/13.5,11917.55
2009/11/19/14.0,12039.68
2009/11/19/14.5,12146.66
2009/11/19/15.0,12245.98
2009/11/19/15.5,12239.84
2009/11/19/16.0,12166.67
2009/11/19/16.5,11993.07
2009/11/19/17.0,11899.03
2009/11/19/17.5,11650.31
2009/11/19/18.0,11421.84
2009/11/19/18.5,11208.57
2009/11/19/19.0,11129.42
2009/11/19/19.5,11185.55
2009/11/19/20.0,10994.43
2009/11/19/20.5,10509.16
2009/11/19/21.0,10034.79
2009/11/19/21.5,9869.91
2009/11/19/22.0,9464.22
2009/11/19/22.5,9210.62
2009/11/19/23.0,8914.68
2009/11/19/23.5,8577.17
2009/11/20/0.0,8395.01
2009/11/20/0.5,8062.9
2009/11/20/1.0,7813.01
2009/11/20/1.5,7487.59
2009/11/20/2.0,7193.69
2009/11/20/2.5,6986.63
2009/11/20/3.0,6884.61
2009/11/20/3.5,6871.34
2009/11/20/4.0,6955.23
2009/11/20/4.5,7219.23
2009/11/20/5.0,7419.44
2009/11/20/5.5,8032.37
2009/11/20/6.0,8771.94
2009/11/20/6.5,9174.72
2009/11/20/7.0,9571.24
2009/11/20/7.5,10170.41
2009/11/20/8.0,10757.38
2009/11/20/8.5,11301.63
2009/11/20/9.0,11686.41
2009/11/20/9.5,11983.27
2009/11/20/10.0,12238.72
2009/11/20/10.5,12273.49
2009/11/20/11.0,12618.75
2009/11/20/11.5,12836.46
2009/11/20/12.0,12947.52
2009/11/20/12.5,13167.68
2009/11/20/13.0,13266.99
2009/11/20/13.5,13234.19
2009/11/20/14.0,12929.03
2009/11/20/14.5,12721.82
2009/11/20/15.0,12956.46
2009/11/20/15.5,13169.71
2009/11/20/16.0,13002.09
2009/11/20/16.5,12698.9
2009/11/20/17.0,12476.35
2009/11/20/17.5,11927.65
2009/11/20/18.0,11633.84
2009/11/20/18.5,11289.48
2009/11/20/19.0,11230.89
2009/11/20/19.5,11080.85
2009/11/20/20.0,10973.51
2009/11/20/20.5,10645.95
2009/11/20/21.0,10420.48
2009/11/20/21.5,10352.35
2009/11/20/22.0,10060.82
2009/11/20/22.5,9869.2
2009/11/20/23.0,9389.19
2009/11/20/23.5,9026.11
2009/11/21/0.0,8650.36
2009/11/21/0.5,8351.8
2009/11/21/1.0,8097.03
2009/11/21/1.5,7815.12
2009/11/21/2.0,7504.32
2009/11/21/2.5,7238.16
2009/11/21/3.0,7110.59
2009/11/21/3.5,7030.84
2009/11/21/4.0,7017.58
2009/11/21/4.5,7056.57
2009/11/21/5.0,7137.54
2009/11/21/5.5,7309.55
2009/11/21/6.0,7563.17
2009/11/21/6.5,7952.19
2009/11/21/7.0,8441.46
2009/11/21/7.5,8838.32
2009/11/21/8.0,9258.71
2009/11/21/8.5,9707.15
2009/11/21/9.0,9932.06
2009/11/21/9.5,10201.74
2009/11/21/10.0,10327.73
2009/11/21/10.5,10472.31
2009/11/21/11.0,10647.83
2009/11/21/11.5,10743.13
2009/11/21/12.0,10840.95
2009/11/21/12.5,10892.1
2009/11/21/13.0,10990.61
2009/11/21/13.5,11110.12
2009/11/21/14.0,11107.96
2009/11/21/14.5,11118.03
2009/11/21/15.0,11107.58
2009/11/21/15.5,11034.72
2009/11/21/16.0,10900.18
2009/11/21/16.5,10571.83
2009/11/21/17.0,10424.98
2009/11/21/17.5,10185.43
2009/11/21/18.0,10025.85
2009/11/21/18.5,9822.79
2009/11/21/19.0,9787.79
2009/11/21/19.5,9831.66
2009/11/21/20.0,9652.88
2009/11/21/20.5,9385.37
2009/11/21/21.0,9116.59
2009/11/21/21.5,9016.85
2009/11/21/22.0,8834.21
2009/11/21/22.5,8667.09
2009/11/21/23.0,8320.25
2009/11/21/23.5,8115.21
2009/11/22/0.0,7818.4
2009/11/22/0.5,7637.68
2009/11/22/1.0,7400.78
2009/11/22/1.5,7163.91
2009/11/22/2.0,6892.96
2009/11/22/2.5,6748.92
2009/11/22/3.0,6692.92
2009/11/22/3.5,6616.05
2009/11/22/4.0,6606.56
2009/11/22/4.5,6632.92
2009/11/22/5.0,6586.54
2009/11/22/5.5,6705.13
2009/11/22/6.0,6889.43
2009/11/22/6.5,7164.56
2009/11/22/7.0,7593.67
2009/11/22/7.5,8007.34
2009/11/22/8.0,8483.32
2009/11/22/8.5,8880.96
2009/11/22/9.0,9312.51
2009/11/22/9.5,9700.51
2009/11/22/10.0,9971.36
2009/11/22/10.5,10244.67
2009/11/22/11.0,10470.45
2009/11/22/11.5,10719.18
2009/11/22/12.0,10965.3
2009/11/22/12.5,11170.1
2009/11/22/13.0,11292.75
2009/11/22/13.5,11350.11
2009/11/22/14.0,11409.66
2009/11/22/14.5,11588.24
2009/11/22/15.0,11660
2009/11/22/15.5,11765.55
2009/11/22/16.0,11793.64
2009/11/22/16.5,11746.66
2009/11/22/17.0,11800.4
2009/11/22/17.5,11816.96
2009/11/22/18.0,11785.89
2009/11/22/18.5,11735.53
2009/11/22/19.0,11645.65
2009/11/22/19.5,11578.9
2009/11/22/20.0,11475.04
2009/11/22/20.5,11120.91
2009/11/22/21.0,10673.88
2009/11/22/21.5,10268.26
2009/11/22/22.0,9785.73
2009/11/22/22.5,9354.69
2009/11/22/23.0,8858.2
2009/11/22/23.5,8579.09
2009/11/23/0.0,8297.26
2009/11/23/0.5,7971.56
2009/11/23/1.0,7740.74
2009/11/23/1.5,7394.58
2009/11/23/2.0,7094.92
2009/11/23/2.5,6955.03
2009/11/23/3.0,6861.07
2009/11/23/3.5,6847.3
2009/11/23/4.0,6891.52
2009/11/23/4.5,7181.99
2009/11/23/5.0,7341.3
2009/11/23/5.5,7922.88
2009/11/23/6.0,8548.27
2009/11/23/6.5,8996.24
2009/11/23/7.0,9354.62
2009/11/23/7.5,9660
2009/11/23/8.0,9808.16
2009/11/23/8.5,10087.77
2009/11/23/9.0,10188.3
2009/11/23/9.5,10209.74
2009/11/23/10.0,10275.82
2009/11/23/10.5,10223.2
2009/11/23/11.0,10228.22
2009/11/23/11.5,10107.23
2009/11/23/12.0,10016.55
2009/11/23/12.5,10039.14
2009/11/23/13.0,10064.54
2009/11/23/13.5,10036.32
2009/11/23/14.0,9894.7
2009/11/23/14.5,9785.52
2009/11/23/15.0,9755.57
2009/11/23/15.5,9764.41
2009/11/23/16.0,9747.64
2009/11/23/16.5,9691.87
2009/11/23/17.0,9661.36
2009/11/23/17.5,9447.03
2009/11/23/18.0,9357.53
2009/11/23/18.5,9118.59
2009/11/23/19.0,9011.98
2009/11/23/19.5,8980.31
2009/11/23/20.0,8805.67
2009/11/23/20.5,8469.86
2009/11/23/21.0,8190.88
2009/11/23/21.5,8232.82
2009/11/23/22.0,8118.31
2009/11/23/22.5,8132.64
2009/11/23/23.0,7962.09
2009/11/23/23.5,7853.69
2009/11/24/0.0,7626.09
2009/11/24/0.5,7400.9
2009/11/24/1.0,7244.44
2009/11/24/1.5,6961.28
2009/11/24/2.0,6625.51
2009/11/24/2.5,6488.89
2009/11/24/3.0,6415.91
2009/11/24/3.5,6372.67
2009/11/24/4.0,6388.99
2009/11/24/4.5,6670.75
2009/11/24/5.0,6997.03
2009/11/24/5.5,7600.5
2009/11/24/6.0,8205.68
2009/11/24/6.5,8639.86
2009/11/24/7.0,9063.31
2009/11/24/7.5,9308.29
2009/11/24/8.0,9394.56
2009/11/24/8.5,9576.93
2009/11/24/9.0,9715.53
2009/11/24/9.5,9883.56
2009/11/24/10.0,9860.06
2009/11/24/10.5,9796.42
2009/11/24/11.0,9835.84
2009/11/24/11.5,9827.07
2009/11/24/12.0,9846.06
2009/11/24/12.5,9770.23
2009/11/24/13.0,9813.38
2009/11/24/13.5,9851.47
2009/11/24/14.0,9769.43
2009/11/24/14.5,9757.08
2009/11/24/15.0,9762.23
2009/11/24/15.5,9756.97
2009/11/24/16.0,9768.52
2009/11/24/16.5,9685.83
2009/11/24/17.0,9619.33
2009/11/24/17.5,9440.08
2009/11/24/18.0,9337.72
2009/11/24/18.5,9165.56
2009/11/24/19.0,9204.63
2009/11/24/19.5,9280.96
2009/11/24/20.0,9148.83
2009/11/24/20.5,8856.06
2009/11/24/21.0,8569.79
2009/11/24/21.5,8619.75
2009/11/24/22.0,8394.99
2009/11/24/22.5,8301.2
2009/11/24/23.0,8165.26
2009/11/24/23.5,7989.75
2009/11/25/0.0,7876.75
2009/11/25/0.5,7691.68
2009/11/25/1.0,7460.11
2009/11/25/1.5,7190.64
2009/11/25/2.0,6903.39
2009/11/25/2.5,6682.43
2009/11/25/3.0,6574.77
2009/11/25/3.5,6554.68
2009/11/25/4.0,6597.6
2009/11/25/4.5,6862.26
2009/11/25/5.0,7124.22
2009/11/25/5.5,7727.66
2009/11/25/6.0,8396.62
2009/11/25/6.5,8808.13
2009/11/25/7.0,9228.3
2009/11/25/7.5,9475.62
2009/11/25/8.0,9660.82
2009/11/25/8.5,10019.25
2009/11/25/9.0,10223.76
2009/11/25/9.5,10373.48
2009/11/25/10.0,10472.01
2009/11/25/10.5,10579.05
2009/11/25/11.0,10670.92
2009/11/25/11.5,10755.17
2009/11/25/12.0,10795.18
2009/11/25/12.5,10920.47
2009/11/25/13.0,10980.03
2009/11/25/13.5,10997.68
2009/11/25/14.0,11059.9
2009/11/25/14.5,11237.55
2009/11/25/15.0,11349.82
2009/11/25/15.5,11419.37
2009/11/25/16.0,11408.97
2009/11/25/16.5,11193.72
2009/11/25/17.0,11011.74
2009/11/25/17.5,10624.66
2009/11/25/18.0,10374.87
2009/11/25/18.5,10037.46
2009/11/25/19.0,9845.15
2009/11/25/19.5,9895.47
2009/11/25/20.0,9779.43
2009/11/25/20.5,9474.48
2009/11/25/21.0,9058.96
2009/11/25/21.5,9034.56
2009/11/25/22.0,8795.09
2009/11/25/22.5,8657.57
2009/11/25/23.0,8436.02
2009/11/25/23.5,8159.58
2009/11/26/0.0,7966.95
2009/11/26/0.5,7796.96
2009/11/26/1.0,7606.08
2009/11/26/1.5,7289.35
2009/11/26/2.0,7005.83
2009/11/26/2.5,6803.07
2009/11/26/3.0,6734.7
2009/11/26/3.5,6709.29
2009/11/26/4.0,6763.23
2009/11/26/4.5,7018.88
2009/11/26/5.0,7295.06
2009/11/26/5.5,7907.45
2009/11/26/6.0,8545.41
2009/11/26/6.5,9028.2
2009/11/26/7.0,9468.09
2009/11/26/7.5,9762.22
2009/11/26/8.0,9965.6
2009/11/26/8.5,10232.22
2009/11/26/9.0,10392.28
2009/11/26/9.5,10579.99
2009/11/26/10.0,10782.13
2009/11/26/10.5,10883.96
2009/11/26/11.0,11044.08
2009/11/26/11.5,11111.71
2009/11/26/12.0,11151.25
2009/11/26/12.5,11257.87
2009/11/26/13.0,11276.91
2009/11/26/13.5,11557.14
2009/11/26/14.0,11589.1
2009/11/26/14.5,11678.48
2009/11/26/15.0,11778.7
2009/11/26/15.5,11790.76
2009/11/26/16.0,11703.01
2009/11/26/16.5,11507.72
2009/11/26/17.0,11265.38
2009/11/26/17.5,10886.75
2009/11/26/18.0,10644.47
2009/11/26/18.5,10387.18
2009/11/26/19.0,10259.59
2009/11/26/19.5,10361.09
2009/11/26/20.0,10224.58
2009/11/26/20.5,9797.26
2009/11/26/21.0,9390.97
2009/11/26/21.5,9332.99
2009/11/26/22.0,9091.22
2009/11/26/22.5,8963.85
2009/11/26/23.0,8711.02
2009/11/26/23.5,8412.3
2009/11/27/0.0,8220.82
2009/11/27/0.5,7902.87
2009/11/27/1.0,7583.27
2009/11/27/1.5,7211.01
2009/11/27/2.0,6896.42
2009/11/27/2.5,6754.18
2009/11/27/3.0,6713.97
2009/11/27/3.5,6675.39
2009/11/27/4.0,6716.8
2009/11/27/4.5,6949.77
2009/11/27/5.0,7170.12
2009/11/27/5.5,7754.44
2009/11/27/6.0,8449.72
2009/11/27/6.5,8970.33
2009/11/27/7.0,9533.98
2009/11/27/7.5,9966.93
2009/11/27/8.0,10172.34
2009/11/27/8.5,10474.18
2009/11/27/9.0,10649.58
2009/11/27/9.5,10750.67
2009/11/27/10.0,10873.01
2009/11/27/10.5,10901.49
2009/11/27/11.0,10968.54
2009/11/27/11.5,10990.88
2009/11/27/12.0,11160.19
2009/11/27/12.5,11341.29
2009/11/27/13.0,11451.92
2009/11/27/13.5,11562.58
2009/11/27/14.0,11588.38
2009/11/27/14.5,11611.3
2009/11/27/15.0,11809.85
2009/11/27/15.5,11882.69
2009/11/27/16.0,11820.76
2009/11/27/16.5,11804.28
2009/11/27/17.0,11584.99
2009/11/27/17.5,11055.16
2009/11/27/18.0,10776.18
2009/11/27/18.5,10468.9
2009/11/27/19.0,10271.5
2009/11/27/19.5,10248.6
2009/11/27/20.0,10162.45
2009/11/27/20.5,9891.36
2009/11/27/21.0,9628.88
2009/11/27/21.5,9521.18
2009/11/27/22.0,9214.87
2009/11/27/22.5,8991.8
2009/11/27/23.0,8766.17
2009/11/27/23.5,8473.33
2009/11/28/0.0,8177.5
2009/11/28/0.5,7867.96
2009/11/28/1.0,7599.02
2009/11/28/1.5,7261.71
2009/11/28/2.0,6983.39
2009/11/28/2.5,6741.74
2009/11/28/3.0,6627.8
2009/11/28/3.5,6564.61
2009/11/28/4.0,6595.23
2009/11/28/4.5,6655.99
2009/11/28/5.0,6675.44
2009/11/28/5.5,6907.35
2009/11/28/6.0,7136.67
2009/11/28/6.5,7527.41
2009/11/28/7.0,7987.74
2009/11/28/7.5,8402.24
2009/11/28/8.0,8774.99
2009/11/28/8.5,9155.07
2009/11/28/9.0,9440.17
2009/11/28/9.5,9721.62
2009/11/28/10.0,9974.35
2009/11/28/10.5,10187.69
2009/11/28/11.0,10357.67
2009/11/28/11.5,10569.34
2009/11/28/12.0,10698.81
2009/11/28/12.5,10878.38
2009/11/28/13.0,10937.39
2009/11/28/13.5,11050.34
2009/11/28/14.0,11052.61
2009/11/28/14.5,11054.39
2009/11/28/15.0,11124.72
2009/11/28/15.5,11134.61
2009/11/28/16.0,10911.31
2009/11/28/16.5,10109.92
2009/11/28/17.0,9816.23
2009/11/28/17.5,9719.23
2009/11/28/18.0,9651.25
2009/11/28/18.5,9983.07
2009/11/28/19.0,10169.02
2009/11/28/19.5,10238.82
2009/11/28/20.0,10139.64
2009/11/28/20.5,9923.19
2009/11/28/21.0,9601.26
2009/11/28/21.5,9121.54
2009/11/28/22.0,8929.37
2009/11/28/22.5,8892.85
2009/11/28/23.0,8492.61
2009/11/28/23.5,8137.09
2009/11/29/0.0,7851.33
2009/11/29/0.5,7543.07
2009/11/29/1.0,7307.89
2009/11/29/1.5,6995.26
2009/11/29/2.0,6722.95
2009/11/29/2.5,6505.3
2009/11/29/3.0,6458.16
2009/11/29/3.5,6369.52
2009/11/29/4.0,6357.16
2009/11/29/4.5,6426.38
2009/11/29/5.0,6366.82
2009/11/29/5.5,6510.97
2009/11/29/6.0,6714.46
2009/11/29/6.5,6982.67
2009/11/29/7.0,7214.9
2009/11/29/7.5,7594
2009/11/29/8.0,7972.56
2009/11/29/8.5,8264.45
2009/11/29/9.0,8574.55
2009/11/29/9.5,8718.6
2009/11/29/10.0,8843.84
2009/11/29/10.5,8940.98
2009/11/29/11.0,9017.4
2009/11/29/11.5,9124.44
2009/11/29/12.0,9132.47
2009/11/29/12.5,9153.47
2009/11/29/13.0,9181.18
2009/11/29/13.5,9233.66
2009/11/29/14.0,9235.83
2009/11/29/14.5,9305
2009/11/29/15.0,9386.48
2009/11/29/15.5,9464.68
2009/11/29/16.0,9407.2
2009/11/29/16.5,9331.03
2009/11/29/17.0,9371.21
2009/11/29/17.5,9369.05
2009/11/29/18.0,9238.27
2009/11/29/18.5,9064.98
2009/11/29/19.0,8951.47
2009/11/29/19.5,9066.66
2009/11/29/20.0,9023.14
2009/11/29/20.5,8808.08
2009/11/29/21.0,8455.24
2009/11/29/21.5,8300.68
2009/11/29/22.0,8167.2
2009/11/29/22.5,7976.13
2009/11/29/23.0,7742.24
2009/11/29/23.5,7531.87
2009/11/30/0.0,7374.87
2009/11/30/0.5,7215.2
2009/11/30/1.0,7047.28
2009/11/30/1.5,6848.44
2009/11/30/2.0,6669.81
2009/11/30/2.5,6559.47
2009/11/30/3.0,6551.62
2009/11/30/3.5,6550.44
2009/11/30/4.0,6639.03
2009/11/30/4.5,6896.7
2009/11/30/5.0,7046.43
2009/11/30/5.5,7684.5
2009/11/30/6.0,8329.11
2009/11/30/6.5,8765.49
2009/11/30/7.0,9223.21
2009/11/30/7.5,9456.01
2009/11/30/8.0,9661.23
2009/11/30/8.5,9886.55
2009/11/30/9.0,10045.38
2009/11/30/9.5,10088.84
2009/11/30/10.0,10104.42
2009/11/30/10.5,10095.21
2009/11/30/11.0,10032.55
2009/11/30/11.5,9987.6
2009/11/30/12.0,9812.11
2009/11/30/12.5,9803.22
2009/11/30/13.0,9822
2009/11/30/13.5,9863.97
2009/11/30/14.0,9717.17
2009/11/30/14.5,9616.24
2009/11/30/15.0,9542.02
2009/11/30/15.5,9548.27
2009/11/30/16.0,9171.34
2009/11/30/16.5,9418.01
2009/11/30/17.0,9477.57
2009/11/30/17.5,9343.92
2009/11/30/18.0,9148.45
2009/11/30/18.5,9041.61
2009/11/30/19.0,8955.13
2009/11/30/19.5,8984.05
2009/11/30/20.0,8852.96
2009/11/30/20.5,8531.49
2009/11/30/21.0,8267.24
2009/11/30/21.5,8252.74
2009/11/30/22.0,8103.56
2009/11/30/22.5,8065.75
2009/11/30/23.0,7999.54
2009/11/30/23.5,7832.18
2009/12/1/0.0,7687.64
2009/12/1/0.5,7506.77
2009/12/1/1.0,7264.11
2009/12/1/1.5,7028.9
2009/12/1/2.0,6754.74
2009/12/1/2.5,6568.64
2009/12/1/3.0,6488.66
2009/12/1/3.5,6487.13
2009/12/1/4.0,6510.62
2009/12/1/4.5,6742.94
2009/12/1/5.0,7005.23
2009/12/1/5.5,7503.23
2009/12/1/6.0,8123.71
2009/12/1/6.5,8602.37
2009/12/1/7.0,8918.63
2009/12/1/7.5,9015.75
2009/12/1/8.0,9082.44
2009/12/1/8.5,9260.87
2009/12/1/9.0,9395.04
2009/12/1/9.5,9459.81
2009/12/1/10.0,9436.44
2009/12/1/10.5,9417.31
2009/12/1/11.0,9445.07
2009/12/1/11.5,9483.62
2009/12/1/12.0,9462.3
2009/12/1/12.5,9383.24
2009/12/1/13.0,9374.61
2009/12/1/13.5,9379.95
2009/12/1/14.0,9278.34
2009/12/1/14.5,9304.24
2009/12/1/15.0,9320.78
2009/12/1/15.5,9316.91
2009/12/1/16.0,9295.11
2009/12/1/16.5,9240.22
2009/12/1/17.0,9207.75
2009/12/1/17.5,8989.73
2009/12/1/18.0,8854.25
2009/12/1/18.5,8725.55
2009/12/1/19.0,8743.53
2009/12/1/19.5,8841.83
2009/12/1/20.0,8878.95
2009/12/1/20.5,8672.95
2009/12/1/21.0,8388.48
2009/12/1/21.5,8376.38
2009/12/1/22.0,8235.51
2009/12/1/22.5,8187.99
2009/12/1/23.0,8061.38
2009/12/1/23.5,7962.74
2009/12/2/0.0,7793.46
2009/12/2/0.5,7630.41
2009/12/2/1.0,7380.45
2009/12/2/1.5,7098.53
2009/12/2/2.0,6754.62
2009/12/2/2.5,6572.94
2009/12/2/3.0,6456.58
2009/12/2/3.5,6450.79
2009/12/2/4.0,6526.88
2009/12/2/4.5,6746.31
2009/12/2/5.0,6989.17
2009/12/2/5.5,7570.33
2009/12/2/6.0,8205.5
2009/12/2/6.5,8550.37
2009/12/2/7.0,8946.8
2009/12/2/7.5,9082.33
2009/12/2/8.0,9144.57
2009/12/2/8.5,9323.92
2009/12/2/9.0,9386.55
2009/12/2/9.5,9477.96
2009/12/2/10.0,9488.94
2009/12/2/10.5,9523.59
2009/12/2/11.0,9538.31
2009/12/2/11.5,9519.21
2009/12/2/12.0,9457.61
2009/12/2/12.5,9446.55
2009/12/2/13.0,9444.04
2009/12/2/13.5,9489.29
2009/12/2/14.0,9454.88
2009/12/2/14.5,9468.1
2009/12/2/15.0,9459.66
2009/12/2/15.5,9488.31
2009/12/2/16.0,9483.4
2009/12/2/16.5,9416.16
2009/12/2/17.0,9344.37
2009/12/2/17.5,9130.9
2009/12/2/18.0,8991.76
2009/12/2/18.5,8801.07
2009/12/2/19.0,8784.24
2009/12/2/19.5,8903.75
2009/12/2/20.0,8900.2
2009/12/2/20.5,8667.34
2009/12/2/21.0,8429.63
2009/12/2/21.5,8425.87
2009/12/2/22.0,8228.33
2009/12/2/22.5,8193.9
2009/12/2/23.0,8052.51
2009/12/2/23.5,7955.97
2009/12/3/0.0,7789.3
2009/12/3/0.5,7568.18
2009/12/3/1.0,7323.01
2009/12/3/1.5,7031.62
2009/12/3/2.0,6774.96
2009/12/3/2.5,6588.54
2009/12/3/3.0,6498.65
2009/12/3/3.5,6462.04
2009/12/3/4.0,6532.1
2009/12/3/4.5,6774.64
2009/12/3/5.0,6968.31
2009/12/3/5.5,7600.17
2009/12/3/6.0,8212.37
2009/12/3/6.5,8585.19
2009/12/3/7.0,8974.34
2009/12/3/7.5,9223.77
2009/12/3/8.0,9353.93
2009/12/3/8.5,9623.71
2009/12/3/9.0,9726.38
2009/12/3/9.5,9833.72
2009/12/3/10.0,9885.11
2009/12/3/10.5,9870.78
2009/12/3/11.0,9905.35
2009/12/3/11.5,9891.77
2009/12/3/12.0,9884.08
2009/12/3/12.5,9893.75
2009/12/3/13.0,9925.71
2009/12/3/13.5,10030.44
2009/12/3/14.0,9988.42
2009/12/3/14.5,10003.51
2009/12/3/15.0,10044.94
2009/12/3/15.5,10092.21
2009/12/3/16.0,10112.46
2009/12/3/16.5,9982.82
2009/12/3/17.0,9913.26
2009/12/3/17.5,9689.07
2009/12/3/18.0,9464.5
2009/12/3/18.5,9347.49
2009/12/3/19.0,9255.27
2009/12/3/19.5,9362.37
2009/12/3/20.0,9370.74
2009/12/3/20.5,9089.55
2009/12/3/21.0,8720.85
2009/12/3/21.5,8693.85
2009/12/3/22.0,8519.64
2009/12/3/22.5,8375.74
2009/12/3/23.0,8180.46
2009/12/3/23.5,7995.37
2009/12/4/0.0,7788.36
2009/12/4/0.5,7550.85
2009/12/4/1.0,7325.38
2009/12/4/1.5,7038.29
2009/12/4/2.0,6789.72
2009/12/4/2.5,6600.27
2009/12/4/3.0,6549.08
2009/12/4/3.5,6555.96
2009/12/4/4.0,6615.5
2009/12/4/4.5,6866.27
2009/12/4/5.0,7077.95
2009/12/4/5.5,7600.94
2009/12/4/6.0,8247.01
2009/12/4/6.5,8682.5
2009/12/4/7.0,9177.45
2009/12/4/7.5,9445.8
2009/12/4/8.0,9630.26
2009/12/4/8.5,9859.78
2009/12/4/9.0,10055.91
2009/12/4/9.5,10159.19
2009/12/4/10.0,10279.92
2009/12/4/10.5,10256.54
2009/12/4/11.0,10183.75
2009/12/4/11.5,10158.33
2009/12/4/12.0,10125.94
2009/12/4/12.5,10118.58
2009/12/4/13.0,10102.15
2009/12/4/13.5,10109.4
2009/12/4/14.0,10053
2009/12/4/14.5,9944.02
2009/12/4/15.0,9964.16
2009/12/4/15.5,9962.93
2009/12/4/16.0,9895.42
2009/12/4/16.5,9724.47
2009/12/4/17.0,9469.72
2009/12/4/17.5,9106.62
2009/12/4/18.0,8890.89
2009/12/4/18.5,8669.84
2009/12/4/19.0,8646.73
2009/12/4/19.5,8693.41
2009/12/4/20.0,8636.03
2009/12/4/20.5,8481.51
2009/12/4/21.0,8255.83
2009/12/4/21.5,8352.45
2009/12/4/22.0,8229.9
2009/12/4/22.5,8223.7
2009/12/4/23.0,8090.72
2009/12/4/23.5,7927.42
2009/12/5/0.0,7783.72
2009/12/5/0.5,7537.4
2009/12/5/1.0,7315.01
2009/12/5/1.5,6982.9
2009/12/5/2.0,6793.35
2009/12/5/2.5,6572.58
2009/12/5/3.0,6470.91
2009/12/5/3.5,6442.94
2009/12/5/4.0,6437.02
2009/12/5/4.5,6513.65
2009/12/5/5.0,6551.61
2009/12/5/5.5,6728.82
2009/12/5/6.0,7057.57
2009/12/5/6.5,7363.62
2009/12/5/7.0,7782.55
2009/12/5/7.5,8111.76
2009/12/5/8.0,8412.04
2009/12/5/8.5,8786.28
2009/12/5/9.0,8865.78
2009/12/5/9.5,9040.98
2009/12/5/10.0,9021.65
2009/12/5/10.5,9029.73
2009/12/5/11.0,9024.51
2009/12/5/11.5,9003.2
2009/12/5/12.0,8905.37
2009/12/5/12.5,8903.42
2009/12/5/13.0,8843.84
2009/12/5/13.5,8821.39
2009/12/5/14.0,8777.73
2009/12/5/14.5,8776.64
2009/12/5/15.0,8842.57
2009/12/5/15.5,8905.05
2009/12/5/16.0,8894.24
2009/12/5/16.5,8747.67
2009/12/5/17.0,8696.54
2009/12/5/17.5,8658.45
2009/12/5/18.0,8585.05
2009/12/5/18.5,8497.3
2009/12/5/19.0,8373.68
2009/12/5/19.5,8434.31
2009/12/5/20.0,8483.96
2009/12/5/20.5,8320.16
2009/12/5/21.0,8126.44
